DES_PIANO_TARIFFARIO_BILLING;DES_MACRO_STATO;CICLO_VITA_SIM_gg;gg_DA_ULTIMA_CHIAMATA;gg_DA_ULTIMA_RICARICA;DES_CANALE_VENDITA;MINUTI_FEB;MINUTI_GEN;MINUTI_DIC;VIDEO_FEB;VIDEO_GEN;VIDEO_DIC;MESSAGGI_FEB;MESSAGGI_GEN;MESSAGGI_DIC;WEB_FEB;WEB_GEN;WEB_DIC
TuaMatic;0;309;9;61;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;5;365;FRANCHISING;ALTO;MEDIO;MEDIO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;SHOP IN SHOP;ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;79;217;FRANCHISING;BASSO;BASSO;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;287;25;365;SHOP IN SHOP;MEDIO;ALTO;MEDIO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;309;60;61;FRANCHISING;MEDIO;MEDIO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;259;51;61;NATIONAL CHAIN;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;8;365;SHOP IN SHOP;MEDIO;ALTO;ALTO;BASSO;MEDIO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;259;58;60;SHOP IN SHOP;MOLTO ALTO;ALTO;MOLTO ALTO;ALTO;MEDIO;ALTO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;275;53;61;NATIONAL CHAIN;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;246;63;57;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;248;68;90;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;14;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;268;46;61;SHOP IN SHOP;ALTO;MEDIO;ALTO;BASSO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;45;269;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;84;60;GDO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;18;365;GDO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;21;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;ALTO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;309;3;365;SHOP IN SHOP;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;44;116;SHOP IN SHOP;BASSO;ALTO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;57;62;GDO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;309;42;365;SHOP IN SHOP;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;309;58;59;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;309;4;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;56;113;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;309;57;61;SHOP IN SHOP;ALTO;ALTO;ALTO;MEDIO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;309;96;114;NATIONAL CHAIN;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;266;44;62;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;295;15;365;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;108;309;SHOP IN SHOP;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;300;10;365;SHOP IN SHOP;ALTO;ALTO;ALTO;ALTO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;307;18;57;SHOP IN SHOP;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;286;27;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;308;61;111;FRANCHISING;MEDIO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;308;23;139;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;307;3;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;307;52;90;DISTRIBUTOR;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO;BASSO
TuaMatic;1;267;43;59;FRANCHISING;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;295;12;365;DISTRIBUTOR;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;307;13;365;SHOP IN SHOP;MEDIO;ALTO;ALTO;MEDIO;ALTO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;307;18;365;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;307;7;365;DISTRIBUTOR;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;249;64;59;FRANCHISING;MEDIO;ALTO;ALTO;MEDIO;MEDIO;ALTO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;307;16;59;SHOP IN SHOP;MOLTO ALTO;BASSO;BASSO;ALTO;BASSO;BASSO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;292;19;365;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;273;57;59;NATIONAL CHAIN;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;256;53;61;FLAGSHIP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;ALTO
TuaMatic;0;307;2;365;NATIONAL CHAIN;ALTO;ALTO;ALTO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;277;31;60;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;307;13;365;FRANCHISING;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;307;2;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;307;32;59;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;307;58;61;FRANCHISING;ALTO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;307;3;365;NATIONAL CHAIN;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;307;4;365;SHOP IN SHOP;MEDIO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;278;30;365;DISTRIBUTOR;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;ALTO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;307;3;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;293;16;365;GDO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;295;34;90;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;307;2;365;GDO;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;307;2;365;FRANCHISING;MOLTO ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;ALTO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;307;2;365;GDO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;306;3;365;GDO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;306;2;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;276;31;59;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;306;54;61;DISTRIBUTOR;MEDIO;BASSO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;243;65;60;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO
TuaMatic;1;280;31;58;nd;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;306;2;365;DISTRIBUTOR;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;306;152;170;FLAGSHIP;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;291;15;365;NATIONAL CHAIN;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;305;8;365;FRANCHISING;ALTO;ALTO;MEDIO;MEDIO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;305;58;61;SHOP IN SHOP;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;277;48;59;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;287;26;365;NATIONAL CHAIN;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;306;51;89;FORMULA 3;MEDIO;MEDIO;MOLTO ALTO;BASSO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;291;18;90;NATIONAL CHAIN;MEDIO;ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;278;38;60;FORMULA 3;ALTO;MOLTO ALTO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;306;23;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;306;62;90;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;279;30;58;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;306;30;90;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;280;27;365;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;ALTO;ALTO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;306;77;90;DISTRIBUTOR;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;306;13;365;SHOP IN SHOP;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;306;5;365;FRANCHISING;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;294;14;115;NATIONAL CHAIN;MEDIO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;306;7;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;306;2;365;FRANCHISING;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;306;3;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;305;94;305;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;115;61;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;108;89;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;283;24;365;FRANCHISING;ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;290;52;63;DISTRIBUTOR;BASSO;MEDIO;MEDIO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;7;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;305;50;238;FRANCHISING;BASSO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;74;293;FRANCHISING;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;271;54;60;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;58;92;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;286;69;60;DISTRIBUTOR;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;3;365;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;305;102;180;SHOP IN SHOP;BASSO;BASSO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;300;66;144;NATIONAL CHAIN;BASSO;MEDIO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;19;365;FRANCHISING;MEDIO;MOLTO ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;276;31;57;FRANCHISING;MEDIO;MEDIO;MOLTO ALTO;MEDIO;MEDIO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;305;57;60;FRANCHISING;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;254;54;60;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;305;26;365;SHOP IN SHOP;BASSO;ALTO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;1;365;FLAGSHIP;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;305;2;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;2;365;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;275;34;60;SHOP IN SHOP;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;305;28;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;19;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;305;50;61;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;305;9;365;FRANCHISING;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;291;17;365;FRANCHISING;BASSO;ALTO;MEDIO;BASSO;ALTO;MEDIO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;255;62;59;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;305;7;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;272;34;60;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;247;144;167;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;290;56;59;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;304;124;304;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;304;90;61;FRANCHISING;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;304;24;61;SHOP IN SHOP;MOLTO ALTO;BASSO;MEDIO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;304;26;365;FRANCHISING;MEDIO;ALTO;MEDIO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;241;65;59;SHOP IN SHOP;ALTO;MEDIO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;304;38;365;FRANCHISING;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;291;41;59;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;304;47;62;SHOP IN SHOP;MEDIO;ALTO;ALTO;BASSO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;254;63;90;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;304;21;365;SHOP IN SHOP;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;289;20;304;NATIONAL CHAIN;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;304;61;116;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;246;59;60;GDO;ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;304;2;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;304;2;365;FRANCHISING;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;269;37;61;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;254;60;63;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;290;15;365;FRANCHISING;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;243;73;74;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;304;14;365;SHOP IN SHOP;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;304;1;365;FRANCHISING;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;241;63;61;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;BASSO;MEDIO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;285;23;365;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO
TuaMatic;0;304;3;365;DISTRIBUTOR;ALTO;MEDIO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;303;103;365;SHOP IN SHOP;MEDIO;MEDIO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;235;93;60;SHOP IN SHOP;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;303;50;62;GDO;MOLTO ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;303;15;365;SHOP IN SHOP;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;303;2;365;NATIONAL CHAIN;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;270;34;60;SHOP IN SHOP;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;262;42;55;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
